
512,0.000030,0.000003,0.000003,0.000037,33095.1,375839.1,325214.4,27352.5
1024,0.000147,0.000007,0.000008,0.000154,6823.3,144196.2,133144.5,6497.3
2048,0.000910,0.000023,0.000024,0.000925,1099.3,43363.9,41867.2,1081.5
3072,0.002648,0.000049,0.000050,0.002656,377.6,20284.9,19804.6,376.5
4096,0.005827,0.000085,0.000087,0.005847,171.6,11706.9,11495.4,171.0
7680,0.047971,0.000293,0.000295,0.048177,20.8,3412.5,3385.0,20.8
15360,0.258205,0.001145,0.001151,0.258205,3.9,873.2,869.1,3.9

